"municipality","party","in_2012","in_2016","soc_spend","margin","treat"
563,"left",32.1886979334522,37.6986535452306,35.4998914129101,-3.45734174712561,0
564,"center",43.5363881802186,38.1160159630235,38.3732256304938,3.81732132984325,1
564,"left",39.7190668503754,39.9284515785985,39.8299179202877,-3.81732132984325,0
565,"right",42.646694543073,36.455661340151,38.5718148516025,9.07692552893423,1
565,"left",33.5697690141387,38.9775424846448,39.288297026651,-9.07692552893423,0
566,"left",37.3060498398263,39.3033407023177,39.3423580238596,-1.481006112881,0
566,"right",38.7870559527073,36.5811077272519,39.034050446935,1.481006112881,1
567,"right",38.0160990357399,39.5939242630266,35.3440389106981,6.84577253414318,1
567,"center",31.1703265015967,24.3814426136669,24.740505045047,-6.84577253414318,0
568,"center",38.3262507186737,35.6608337932266,38.4422068938147,2.11125851492397,1
568,"left",36.2149922037497,39.6695786900818,39.5924445963465,-2.11125851492397,0
569,"right",41.0429786285385,36.7106596066151,35.4104708437808,5.48479058663361,1
569,"center",35.5581880419049,37.8954842453822,36.244857768761,-5.48479058663361,0
570,"right",42.4521698942408,37.2378966317046,39.1166220058221,4.6800321363844,1
570,"center",37.7721377578564,38.2092310523149,35.29803298763,-4.6800321363844,0
571,"right",37.6985954912379,37.098176110303,39.6993435989134,5.95150168985128,1
571,"center",31.7470938013867,26.6314727463759,23.0492557084654,-5.95150168985128,0
572,"center",34.8801852262113,39.7023981448729,38.7302778509911,-6.87907973653637,0
572,"right",41.7592649627477,35.032431804575,37.320025335066,6.87907973653637,1
573,"left",34.0122981369495,36.6077253792901,35.9097170119639,-10.8642739593051,0
573,"right",44.8765720962547,38.8127425091807,37.4548200587742,10.8642739593051,1
574,"left",38.4853947919328,38.8402411097195,39.5981222216506,-3.8907382346224,0
574,"right",42.3761330265552,39.3196222255938,36.365608725464,3.8907382346224,1
575,"left",40.6032394047361,49.2121695517562,45.4277956683654,6.56824619974941,1
575,"right",34.0349932049867,37.0602595759556,40.2814971329644,-6.56824619974941,0
576,"right",37.5078475533519,39.1065427009016,39.5023923600093,5.46392800169997,1
576,"left",32.0439195516519,37.2516251821071,37.6742970198393,-5.46392800169997,0
577,"right",36.6099582973402,35.2278072633781,36.2846263772808,-3.84716144646518,0
577,"left",40.4571197438054,49.7447502496652,45.6316294125281,3.84716144646518,1
578,"left",43.5649681999348,47.0251604856458,47.9616815573536,2.82442189520225,1
578,"center",40.7405463047326,42.141710809432,43.9967361604795,-2.82442189520225,0
579,"center",39.6913880389184,35.6819451693445,36.4125946315471,6.26334719010629,1
579,"left",33.4280408488121,37.5843280681875,37.226011226885,-6.26334719010629,0
580,"right",36.9626827351749,38.8802611362189,35.3596669342369,-1.5591678104829,0
580,"center",38.5218505456578,37.4082812375855,39.6432488341816,1.5591678104829,1
581,"right",35.1838298910297,36.5038322645705,39.1414657398127,-9.14665648830123,0
581,"center",44.330486379331,39.0136863745283,35.1523400121368,9.14665648830123,1
582,"right",39.5546242722776,36.7969195721671,39.3070268938318,-0.13517236453481,0
582,"left",39.6897966368124,47.6377971644979,47.4181941431016,0.13517236453481,1
583,"center",38.8626692059916,36.1570210603531,38.7220738606993,6.85515995370224,1
583,"left",32.0075092522893,36.5516098227818,37.0381081197411,-6.85515995370224,0
584,"left",35.1119449117687,48.0008765030652,46.7029603407718,0.470349673414603,1
584,"right",34.6415952383541,17.1190259549767,11.9943342106417,-0.470349673414603,0
585,"right",37.716944081476,35.1790270139463,37.4099687929265,4.5446022239048,1
585,"left",33.1723418575712,39.2848687781952,35.3393632930238,-4.5446022239048,0
586,"center",31.0219557001255,43.7899770154618,38.5053036864847,-13.5745460120961,0
586,"left",44.5965017122217,48.4411144559272,45.0547272199765,13.5745460120961,1
587,"right",36.5035327873193,39.9220808397513,36.4820792293176,2.09602591814473,1
587,"center",34.4075068691745,38.0181617080234,38.6510530102532,-2.09602591814473,0
588,"right",32.1348293521442,36.6996242001187,39.3718913698103,-8.27984708477743,0
588,"center",40.4146764369216,39.5048005110584,38.9556588768028,8.27984708477743,1
589,"left",41.318124368554,45.8410727826413,47.0268052490428,6.29777833702974,1
589,"center",35.0203460315242,34.1154110054485,44.2296396815218,-6.29777833702974,0
590,"left",36.1899822112173,38.6773199017625,37.3536424245685,-8.07633807999082,0
590,"center",44.2663202912081,35.6348064669874,35.111941928044,8.07633807999082,1
591,"left",37.4925733823329,46.2212544179056,49.9839593435172,1.5435647056438,1
591,"center",35.9490086766891,35.4242151696235,37.3000338734128,-1.5435647056438,0
592,"right",31.0477292875294,NA,NA,-7.222660362022,0
592,"center",38.2703896495514,27.0020026178099,24.3870620429516,7.222660362022,1
593,"center",36.6235468746163,39.3269302416593,35.5065234343056,3.72394509613514,1
593,"right",32.8996017784812,24.3841375631746,24.6451995184179,-3.72394509613514,0
594,"left",30.7494622666854,36.835512581747,37.4251586210448,-12.0890714228153,0
594,"center",42.8385336895008,39.6196118218359,38.10792905977,12.0890714228153,1
595,"center",37.9413087980356,37.0868882024661,37.1327836043201,1.90548713319004,1
595,"right",36.0358216648456,36.7720539611764,36.5414105600212,-1.90548713319004,0
596,"right",33.8801446510479,34.1658596578054,43.9015578618273,-3.52723935968243,0
596,"left",37.4073840107303,49.5828919834457,48.2287402567454,3.52723935968243,1
597,"right",31.9072117866017,NA,NA,-5.60597228934057,0
597,"center",37.5131840759423,23.9114658825565,24.856898720609,5.60597228934057,1
598,"left",31.4734970068093,35.8736132585909,37.1307332871947,-6.48779804469086,0
598,"center",37.9612950515002,37.1806497301441,39.0090293961111,6.48779804469086,1
599,"right",37.5798060698435,36.7771046992857,36.1968935630284,-1.43315462046303,0
599,"center",39.0129606903065,36.7889678257052,39.4988875929266,1.43315462046303,1
600,"right",34.9421838275157,36.1290817742702,39.5284523966257,0.386726607102901,1
600,"left",34.5554572204128,26.9205984903965,20.8544070192147,-0.386726607102901,0
601,"center",40.0097755074967,34.8471285426058,33.8263865397312,-3.48080900846981,0
601,"left",43.4905845159665,49.5241324021481,46.7919957975391,3.48080900846981,1
602,"left",42.1111498342361,46.1183624982368,48.5486412327737,11.4015029871371,1
602,"right",30.7096468470991,40.2328134165145,42.5455645243637,-11.4015029871371,0
603,"center",44.0482233488001,37.8688794048503,38.1405330693815,11.601741432678,1
603,"left",32.4464819161221,38.9576585486066,38.6825132044032,-11.601741432678,0
604,"left",42.1849609643687,47.0703467167914,48.7951679248363,1.31718253483996,1
604,"right",40.8677784295287,39.3094885526225,43.8656187439337,-1.31718253483996,0
605,"center",41.7757264198735,38.8023874827195,37.2313970921095,4.43113712011836,1
605,"right",37.3445892997552,37.1727448992897,39.5535878639203,-4.43113712011836,0
606,"left",34.0631198999472,39.7113829338923,35.988853891613,-9.28633807925507,0
606,"right",43.3494579792023,35.0143723213114,36.229822866153,9.28633807925507,1
607,"center",36.5144672105089,38.2296741206665,37.2097947984003,4.59231336251833,1
607,"left",31.9221538479906,25.4976544005331,25.6754057260696,-4.59231336251833,0
608,"center",34.3988864694256,44.2319224062376,33.051897500176,-7.33433349989355,0
608,"left",41.7332199693192,46.3888311479241,45.8547510870267,7.33433349989355,1
609,"center",32.4819358892273,37.9531527240761,36.7491465061903,-7.21571644535288,0
609,"right",39.6976523345802,36.465148908319,35.5698432784993,7.21571644535288,1
610,"right",36.8136317096651,40.9905128437094,31.3913356703706,-1.743380560074,0
610,"left",38.5570122697391,45.6824119377416,49.9002462136559,1.743380560074,1
611,"left",33.3958328620065,35.9506118844729,39.3626917758957,-10.4118884168565,0
611,"center",43.807721278863,39.3080454028677,39.4488885148894,10.4118884168565,1
612,"left",38.6030711315107,48.4992319473531,45.0424518284854,7.83254885114729,1
612,"center",30.7705222803634,37.1760544576682,36.4845920023508,-7.83254885114729,0
613,"center",43.4304749267176,37.2872717073187,36.9200881023426,1.63187400670722,1
613,"left",41.7986009200104,36.0595269943587,38.4505936922505,-1.63187400670722,0
614,"center",35.3577202290762,38.6864102515392,38.3843725803308,-8.58084182837047,0
614,"right",43.9385620574467,36.2271916877944,38.6086804640945,8.58084182837047,1
615,"right",43.187346488703,38.556958908448,35.885257513728,12.5519063766114,1
615,"left",30.6354401120916,37.6103601930663,38.4773957356811,-12.5519063766114,0
616,"right",42.7248871035408,38.4305334731471,38.3129713323433,11.2232491769828,1
616,"left",31.501637926558,38.6280005262233,37.7297084033489,-11.2232491769828,0
617,"right",36.0717999644112,34.3271397971548,35.691139282193,-5.28621620032936,0
617,"left",41.3580161647405,48.5214919876307,49.5369337697048,5.28621620032936,1
618,"left",41.834128992632,38.2086224632803,37.7402689959854,-0.485368663212284,0
618,"center",42.3194976558443,38.4010517538991,39.6525163226761,0.485368663212284,1
619,"left",40.0845158833545,48.528212197125,47.7552945516072,3.44433568767272,1
619,"right",36.6401801956818,33.0226972838864,40.4599151825532,-3.44433568767272,0
620,"center",40.4482290276792,35.0613943557255,38.4942856582347,0.638874355936423,1
620,"left",39.8093546717428,38.3129459782504,35.2461882692296,-0.638874355936423,0
621,"left",32.6167735469062,36.8701025214978,36.80659049307,-7.35849351854995,0
621,"center",39.9752670654561,35.1985928555951,39.6528656582814,7.35849351854995,1
622,"center",44.473088728264,36.378182064509,38.8796982041094,12.4383912573103,1
622,"left",32.0346974709537,39.1209897829685,36.2582620268222,-12.4383912573103,0
623,"left",38.6561944638379,45.6709122227039,48.8819186773617,7.48862559441477,1
623,"right",31.1675688694231,16.271110369591,6.57850394328125,-7.48862559441477,0
624,"right",39.7310810128693,38.0323321104515,36.419224399142,-1.97095899260603,0
624,"center",41.7020400054753,35.3255260770675,36.4542968105525,1.97095899260603,1
625,"left",32.6933138770983,39.5996878377628,39.7740559722297,-4.48679569526576,0
625,"right",37.180109572364,36.1508236010559,35.0302805402316,4.48679569526576,1
626,"left",30.1485110283829,39.2029640602414,38.9985444222111,-12.5265855237376,0
626,"center",42.6750965521205,38.9387628424447,36.5232824673876,12.5265855237376,1
627,"right",31.5667601767927,38.5138581492938,33.2276228680275,-6.51203433051705,0
627,"left",38.0787945073098,14.6177826789208,17.5790760323871,6.51203433051705,1
628,"center",38.0361324653495,36.5424272313248,39.3958022620063,0.173641402507201,1
628,"right",37.8624910628423,35.1580429938622,35.3293877933174,-0.173641402507201,0
629,"right",37.7687481301837,38.9623953413684,35.7747276662849,4.52636524219997,1
629,"center",33.2423828879837,38.0392189859413,35.2121042634826,-4.52636524219997,0
630,"center",32.5707554526161,33.9624796821736,36.0008835732006,-11.1798745044507,0
630,"left",43.7506299570668,46.2462683033664,45.6326538650319,11.1798745044507,1
631,"right",44.2374379083049,38.848531806143,38.6038525227923,3.76724988338538,1
631,"left",40.4701880249195,37.5484458857682,35.2784640714526,-3.76724988338538,0
632,"center",44.8686417192221,39.2166534264106,39.8953872884158,8.87031374615617,1
632,"left",35.9983279730659,37.9821568436455,38.2096279680263,-8.87031374615617,0
633,"center",36.0726759885438,36.5380922879558,37.1400643326342,-3.48062437959015,0
633,"right",39.5533003681339,35.8705602691043,35.7282139034942,3.48062437959015,1
634,"center",35.6667562841903,37.1242474170867,36.1083363986108,-8.34687696886249,0
634,"right",44.0136332530528,38.678342559142,35.3353750274982,8.34687696886249,1
635,"right",43.7455700919963,35.4882648854982,36.7317930329591,5.24150402401574,1
635,"left",38.5040660679806,37.1402351523284,37.3666817927733,-5.24150402401574,0
636,"left",44.2926052759867,48.3571235346608,49.4695647596382,8.85395411518402,1
636,"right",35.4386511608027,32.3719421611167,35.941209143959,-8.85395411518402,0
637,"center",36.4144066139124,35.9797101432923,38.6467643722426,3.39301277766936,1
637,"right",33.0213938362431,36.3715239218436,36.0212071985006,-3.39301277766936,0
638,"center",34.8875408351887,37.4334169423673,36.4044859656133,-6.17231931304559,0
638,"right",41.0598601482343,37.9012432869058,35.7280526892282,6.17231931304559,1
639,"center",39.2326846055221,38.8910932128783,39.0058724361006,7.91515369084664,1
639,"left",31.3175309146754,36.1612218769733,39.8910587280989,-7.91515369084664,0
640,"center",43.7506339733955,35.7915909041185,38.0991642794106,10.8099634561222,1
640,"right",32.9406705172732,39.1877001745161,37.5309472484514,-10.8099634561222,0
641,"right",36.6974495560862,37.7191075042356,37.6218737452291,1.25733385328203,1
641,"center",35.4401157028042,39.1013473388739,37.2673959832173,-1.25733385328203,0
642,"right",33.7107140128501,38.1887960270979,38.7554822233506,0.0790411909110844,1
642,"center",33.631672821939,24.1874699364416,23.2086251920555,-0.0790411909110844,0
643,"left",43.4482316009235,48.2584970025346,47.6799258869141,9.58209771313705,1
643,"center",33.8661338877864,35.6600571582094,33.1627468271181,-9.58209771313705,0
644,"center",34.1280790243763,36.8408867099788,37.2247080539819,-0.990113938460127,0
644,"right",35.1181929628365,25.9458766540047,25.6899646413513,0.990113938460127,1
645,"right",42.8852485783864,38.2517296110746,35.8394543116447,-1.532768975012,0
645,"center",44.4180175533984,37.5884480809327,36.671130816685,1.532768975012,1
646,"right",36.8401257356163,35.8833297891542,42.6857929723337,-6.08091983827762,0
646,"left",42.9210455738939,46.4363064349163,48.1299871869851,6.08091983827762,1
647,"right",35.3765368124004,39.4688945880625,37.0430366997607,-4.40862371237017,0
647,"center",39.7851605247706,39.4951366027817,36.9435673637781,4.40862371237017,1
648,"center",40.0166145013645,36.556049262872,35.5143041629344,2.91641641175374,1
648,"left",37.1001980896108,36.6981389280409,36.6399637435097,-2.91641641175374,0
649,"center",34.0254109364469,39.5833869068883,36.6666547534987,-4.52223568107001,0
649,"right",38.5476466175169,38.6811049922835,39.6718909579795,4.52223568107001,1
650,"left",35.802788635483,47.5292152853217,49.3802993593272,2.36075552995317,1
650,"right",33.4420331055298,42.2840455025434,38.6730635967106,-2.36075552995317,0
651,"left",44.2108702752739,45.4710127192084,45.6381452362984,11.4146776939742,1
651,"right",32.7961925812997,40.5834513376467,39.1098589496687,-11.4146776939742,0
652,"center",43.16223007394,36.2729409500025,39.9716583755799,7.43706310051493,1
652,"left",35.7251669734251,39.5506760093849,37.5360603095032,-7.43706310051493,0
653,"center",38.2708206935786,38.9643508451991,35.4109550022986,4.87922956002876,1
653,"left",33.3915911335498,36.9970350526273,37.0766119472682,-4.87922956002876,0
654,"center",40.1559766125865,35.1066059910227,35.5826345400419,7.12079002638347,1
654,"right",33.0351865862031,35.4911343380809,37.4279988161288,-7.12079002638347,0
655,"center",38.1779056624509,33.8228385215625,42.6222861418501,-4.19340837397613,0
655,"left",42.3713140364271,49.3771800748073,46.0814353602473,4.19340837397613,1
656,"center",31.6442532988731,32.3809699122794,32.527854190208,-11.2234277324751,0
656,"left",42.8676810313482,45.0904678844381,48.5808369982988,11.2234277324751,1
657,"center",36.5581495966762,39.6674493153114,36.0222318011802,4.74207993247546,1
657,"right",31.8160696642008,39.5575788698625,38.3758303278591,-4.74207993247546,0
658,"center",34.9152950453572,39.6030299330596,39.210014276905,-7.52210907870904,0
658,"right",42.4374041240662,37.1969145222101,38.2385283091571,7.52210907870904,1
659,"right",38.3614056673832,39.7284303721972,39.4662397552747,-0.162925457116216,0
659,"center",38.5243311244994,37.5544714310672,37.3036989406683,0.162925457116216,1
660,"center",33.5363280109596,38.7137608544435,38.9921782386955,-10.7594604603946,0
660,"right",44.2957884713542,39.6708927350119,35.0824952451512,10.7594604603946,1
661,"center",39.9010956112761,36.1578703555278,35.3466651623603,0.550430811708793,1
661,"right",39.3506647995673,39.293024399085,39.8342474387027,-0.550430811708793,0
662,"center",32.9938267136458,38.9474806748331,35.1902824395802,-7.47018584632315,0
662,"right",40.464012559969,37.1562803897541,35.1802090799902,7.47018584632315,1
663,"center",43.4234467428178,37.8616946702823,38.1448483339045,0.880802575265989,1
663,"right",42.5426441675518,38.6089880520012,38.5736150783487,-0.880802575265989,0
664,"left",35.4506583907641,36.4731832291,36.3227985380217,-2.54028303315863,0
664,"right",37.9909414239228,35.5471955204848,36.1144916701596,2.54028303315863,1
665,"center",41.6584436106496,37.9674537433311,37.1425304829609,3.39514229795896,1
665,"left",38.2633013126906,36.8914221564773,37.9035410727374,-3.39514229795896,0
666,"center",35.714737091912,35.2780508424621,39.9188796326052,2.78441539732739,1
666,"left",32.9303216945846,26.2605908606201,22.9053410550114,-2.78441539732739,0
667,"right",36.9268331956118,37.5368626101408,36.3380209344905,-2.28044437710196,0
667,"center",39.2072775727138,37.0467802905478,39.5785721892025,2.28044437710196,1
668,"left",39.9923460627906,46.5509047999512,49.8702681739815,5.75049470295198,1
668,"center",34.2418513598386,43.7415514420718,32.1602439316921,-5.75049470295198,0
669,"right",40.5840494041331,37.2742094716523,35.1564539573155,7.02703853370622,1
669,"left",33.5570108704269,37.4956133624073,37.7804573567118,-7.02703853370622,0
670,"left",36.7049901536666,39.9595814105123,39.6453638398089,-1.43287938321009,0
670,"right",38.1378695368767,35.9078199660871,39.4638995290734,1.43287938321009,1
671,"left",32.7080206596293,36.5309435653035,38.2812098145951,-3.98721095058136,0
671,"center",36.6952316102106,38.9537661976647,36.512921708636,3.98721095058136,1
672,"right",40.0554046884645,35.1724555320106,38.8263384450693,2.29609110974707,1
672,"center",37.7593135787174,37.3136121756397,38.803967788117,-2.29609110974707,0
673,"right",33.6197554157116,37.4857331474777,35.0637892610393,-3.45919737126678,0
673,"center",37.0789527869783,36.4619220793247,36.6243364405818,3.45919737126678,1
674,"center",36.6157696209848,38.7830575392582,39.148262348026,4.57331208395772,1
674,"right",32.0424575370271,24.0928307955619,21.5848692751024,-4.57331208395772,0
675,"right",34.849964134628,39.2002333851997,37.1308650681749,0.0997271342203021,1
675,"left",34.7502370004077,23.3230423182249,24.3705190194305,-0.0997271342203021,0
676,"left",38.4776527422946,48.0952551751398,49.4989814225119,5.18556028255261,1
676,"right",33.292092459742,39.223520567175,32.1394837163389,-5.18556028255261,0
677,"left",41.3523365487345,48.6485602031462,45.8575342805125,3.30536576220766,1
677,"right",38.0469707865268,44.2734274482355,39.9422874646261,-3.30536576220766,0
678,"right",30.5738220387138,35.8000428311061,38.2407222571783,-13.5969595634378,0
678,"center",44.1707816021517,39.4013800111134,35.4466366104316,13.5969595634378,1
679,"left",32.4507710617036,35.8098421420436,39.1244014247786,-3.99177687708288,0
679,"right",36.4425479387864,39.6138688409701,39.3224471691065,3.99177687708288,1
680,"left",44.8334999475628,45.3368055284955,47.2497788409237,2.40327291889116,1
680,"center",42.4302270286717,44.8915723818354,41.8275357144885,-2.40327291889116,0
681,"left",38.6891165538691,38.8124361890368,36.7404306179378,-4.12522188853472,0
681,"right",42.8143384424038,39.8490579333156,39.9323069234379,4.12522188853472,1
682,"right",37.0641338126734,37.7986566163599,37.2718199621886,-4.07424790319055,0
682,"center",41.1383817158639,36.0817314148881,38.7424249353353,4.07424790319055,1
683,"center",31.908000834519,39.1982642374933,35.5528143898118,-7.99562631407753,0
683,"right",39.9036271485966,37.824367613066,35.2768393349834,7.99562631407753,1
684,"right",43.280902634142,38.534104891587,38.7340442673303,10.3635522897821,1
684,"left",32.9173503443599,36.4417170337401,35.1545667333994,-10.3635522897821,0
685,"right",30.7692653336562,39.188725912245,38.0967023409903,-7.73305236245506,0
685,"center",38.5023176961113,24.0399416559376,24.2925613094121,7.73305236245506,1
686,"right",33.735825412441,37.2028650005814,36.3548108004034,-7.8262118215207,0
686,"center",41.5620372339617,37.7547870820854,39.7774898796342,7.8262118215207,1
687,"center",36.5793432702776,38.2165037665982,35.7948175293859,4.28667493979447,1
687,"left",32.2926683304831,26.7144001997076,24.6070187841542,-4.28667493979447,0
688,"right",31.4060938800685,37.1017086261418,39.885820816271,-12.1658341248985,0
688,"center",43.571928004967,36.1207229143474,35.2104571368545,12.1658341248985,1
689,"left",43.2880824850872,48.7510619522072,49.4500039680861,10.5674471589737,1
689,"right",32.7206353261136,35.9107937575318,38.0070295366459,-10.5674471589737,0
690,"center",33.5923941072542,37.9044320818502,39.9848196026869,0.256988749606535,1
690,"right",33.3354053576477,39.0889755310491,38.6263692565262,-0.256988749606535,0
691,"right",42.2340621985495,38.9104287780356,37.0348580274731,9.66539636836387,1
691,"center",32.5686658301856,38.8713148981333,36.2228189548478,-9.66539636836387,0
692,"right",32.9868502530735,35.4686888703145,37.2866302600596,-4.16757396538742,0
692,"center",37.1544242184609,35.5222529848106,37.0577850297559,4.16757396538742,1
693,"center",34.7033184638713,37.7132494351827,37.5298557337373,0.175220400560647,1
693,"left",34.5280980633106,22.3112301202491,27.3335527151357,-0.175220400560647,0
694,"left",35.9012277040165,48.0056471307762,45.2573264786042,3.57518033590168,1
694,"right",32.3260473681148,32.378892485518,35.0457127662376,-3.57518033590168,0
695,"right",31.4939868170768,36.6143326982856,31.0202006381005,-7.80032619601116,0
695,"left",39.294313013088,49.1899123170879,49.2970877152402,7.80032619601116,1
696,"center",38.1686779728625,38.3346357650589,35.4767134226859,5.29952791985124,1
696,"right",32.8691500530113,35.9680343500804,37.3190836503636,-5.29952791985124,0
697,"center",39.4660104007926,36.5883373720571,41.7242933870293,-5.349230482243,0
697,"left",44.8152408830356,49.8412795248441,46.4557226898614,5.349230482243,1
698,"center",33.6568535899278,41.7812356636859,37.8429477298632,-5.51048093126155,0
698,"left",39.1673345211893,45.3904100251384,49.5948399568442,5.51048093126155,1
699,"left",42.7577811595984,35.9966490417719,36.8369765754323,-1.63645167835057,0
699,"right",44.3942328379489,39.2147146223579,38.2538232963998,1.63645167835057,1
700,"center",39.8870400711894,44.6610894808546,34.851374972146,-1.6574903880246,0
700,"left",41.544530459214,46.9905025570188,47.7127940009814,1.6574903880246,1
701,"right",31.3717870227993,33.1321021975018,36.6644252948463,-6.765104199294,0
701,"left",38.1368912220933,45.4644844913855,45.9680495783687,6.765104199294,1
702,"center",42.1269538882188,35.2780330693349,39.9424911662936,3.79145702230744,1
702,"left",38.3354968659114,37.5733060366474,38.244939353317,-3.79145702230744,0
703,"right",36.4158199494705,41.183810793329,37.9790430692956,-5.41172260651365,0
703,"left",41.8275425559841,48.3718666026834,46.8678616348188,5.41172260651365,1
704,"right",33.6374770360999,40.2273758598603,41.5907484497875,-0.814181618625298,0
704,"left",34.4516586547252,14.3466353609692,9.5427306687925,0.814181618625298,1
705,"left",35.7287472405005,45.5605421785731,47.2106008243281,0.661850881297141,1
705,"right",35.0668963592034,44.1049444968812,43.8494207770564,-0.661850881297141,0
706,"left",35.3618620592169,36.6965864319354,39.1420362400822,-6.38425172888674,0
706,"center",41.7461137881037,38.5615328198764,35.4313953861129,6.38425172888674,1
707,"center",39.0997087990399,38.5327393293846,38.9573227206711,-4.03772659949027,0
707,"right",43.1374353985302,36.2795186717995,37.3770733748097,4.03772659949027,1
708,"right",32.1936402667779,37.7064066834282,35.3599025297444,-5.34932401962578,0
708,"center",37.5429642864037,24.2869037459604,29.1665893187746,5.34932401962578,1
709,"center",34.6778402372729,NA,NA,-0.103340717032552,0
709,"right",34.7811809543055,20.7284070493188,26.9835183257237,0.103340717032552,1
710,"left",37.7178522641771,36.6026176896412,38.0474854412023,-6.31034214631654,0
710,"center",44.0281944104936,38.2265630271286,39.0353349840734,6.31034214631654,1
711,"right",37.1483135700691,39.9100494990125,39.6089152898639,5.30345437116921,1
711,"center",31.8448591988999,24.1116673266515,24.7206733445637,-5.30345437116921,0
712,"center",35.5083703261334,31.386552803684,38.7064282335341,-1.59382178331725,0
712,"left",37.1021921094507,48.1746589660179,46.2976387457456,1.59382178331725,1
713,"center",41.235655315686,37.6389960304368,35.1994010177441,8.62708251108415,1
713,"right",32.6085728046019,37.5973008747678,36.6456822224427,-8.62708251108415,0
714,"left",39.9457861902192,48.0478648573626,49.5443910860922,8.31639952375554,1
714,"center",31.6293866664637,42.1639524023049,43.2145758415572,-8.31639952375554,0
715,"right",36.8081008270383,35.7609414809849,35.9991605987307,4.9909775541164,1
715,"center",31.8171232729219,38.7968642800115,35.3663002315443,-4.9909775541164,0
716,"left",42.316028047353,47.4931535904761,49.8747752758209,3.44071559957229,1
716,"center",38.8753124477807,44.0590159916319,31.2250597029924,-3.44071559957229,0
717,"left",35.5279935034923,39.2196071718354,38.0026790313423,-8.23855932801962,0
717,"center",43.7665528315119,36.4866880374029,39.8723969620187,8.23855932801962,1
718,"center",43.61738014617,37.645893546287,38.0725790339056,7.14052076800726,1
718,"right",36.4768593781628,39.8886676935945,36.0128978791181,-7.14052076800726,0
719,"left",38.0715008592233,48.9052643813193,45.34971297835,6.94169640541077,1
719,"right",31.1298044538125,32.1891274815425,33.8500495525077,-6.94169640541077,0
720,"right",30.3156211157329,36.9774433029816,32.9346836726181,-12.0093211869244,0
720,"left",42.3249423026573,45.6610837264452,49.4034635403659,12.0093211869244,1
721,"center",43.4931929677259,35.485254318919,37.8817194700241,11.6666689643171,1
721,"left",31.8265240034088,36.7623454052955,35.0091070844792,-11.6666689643171,0
722,"right",33.591445897473,NA,NA,-2.46516141924076,0
722,"center",36.0566073167138,26.9914399762638,23.4855866339058,2.46516141924076,1
723,"left",31.352560906671,39.867944464786,36.5064762614202,-7.13383566820994,0
723,"center",38.4863965748809,23.1071333540604,26.2800216570031,7.13383566820994,1
724,"center",38.1710577977356,39.3492170870304,41.1379930437542,-1.88262240495533,0
724,"left",40.0536802026909,46.4455669757444,47.7138701162767,1.88262240495533,1
725,"center",43.0337867047638,35.7807712885551,37.0133058854844,-0.311466548591852,0
725,"right",43.3452532533556,38.3513120433781,38.3530542021617,0.311466548591852,1
726,"left",34.0252368373331,NA,NA,-1.8484921567142,0
726,"center",35.8737289940473,23.2776071643457,26.1105444806162,1.8484921567142,1
727,"left",43.7122269789688,45.9557190735359,47.6361078431364,5.99553136853501,1
727,"right",37.7166956104338,40.5629802839831,32.6598269366659,-5.99553136853501,0
728,"right",43.2787672919221,39.1671072749887,38.8460705277976,13.2185244758148,1
728,"left",30.0602428161073,36.8770007789135,37.1907471190207,-13.2185244758148,0
729,"center",36.6124012833461,36.9181044574361,35.1460096461233,-5.16273612971418,0
729,"right",41.7751374130603,35.9533119865227,36.6687361232471,5.16273612971418,1
730,"left",43.2758980232757,48.392229268793,45.7943717529997,0.980492370435968,1
730,"center",42.2954056528397,35.7442269790918,31.7635875982232,-0.980492370435968,0
731,"center",33.2601169834379,35.9050873061642,39.6334760671016,-3.34547380800359,0
731,"right",36.6055907914415,36.8580827186815,39.8959113028832,3.34547380800359,1
732,"center",41.5057850140147,38.9447139238473,36.2087973253801,9.60443077725358,1
732,"left",31.9013542367611,38.7548164406326,35.2142686524894,-9.60443077725358,0
733,"left",44.677576868562,49.789146912517,47.9289472615346,3.55515544186346,1
733,"center",41.1224214266986,42.4447986446321,43.0703917066567,-3.55515544186346,0
734,"left",41.1206864914857,47.7220612589736,46.0771865316201,3.9115536713507,1
734,"right",37.209132820135,31.5193710001186,41.0537771806121,-3.9115536713507,0
735,"center",31.7537253652699,37.3432381660677,39.4899598241318,-6.10068310168572,0
735,"right",37.8544084669556,35.7596861862112,38.5001454793382,6.10068310168572,1
736,"right",40.1633016660344,39.1461358044762,38.1036244647112,-4.12908588303253,0
736,"center",44.2923875490669,37.7932588965632,36.3515843264759,4.12908588303253,1
737,"right",43.9953834470361,39.4389799539931,37.2302023041993,9.06714006210677,1
737,"center",34.9282433849294,35.5365396291018,37.9297939664684,-9.06714006210677,0
738,"right",30.7446214766242,33.513987290673,31.872969137039,-13.8805385283194,0
738,"left",44.6251600049436,49.8415215360001,47.9913217795547,13.8805385283194,1
739,"left",39.2775002110284,39.5944087975658,36.3217864406761,-3.99123448412865,0
739,"right",43.268734695157,37.6408894057386,35.0877481990028,3.99123448412865,1
740,"right",31.9040588778444,38.2064738916233,40.0503502325155,-10.7889662857633,0
740,"left",42.6930251636077,49.5481011900119,45.7517950132024,10.7889662857633,1
741,"center",31.5909965895116,39.2413033905905,36.6454215231352,-11.5210551652126,0
741,"right",43.1120517547242,38.1419804983307,37.0067168772221,11.5210551652126,1
