"id","nearc2","nearc4","educ","age","fatheduc","motheduc","weight","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","black","smsa","south","smsa66","wage","enroll","KWW","IQ","married","libcrd14","exper","lwage","expersq","u_lwage","lwage_hat","u_educ"
951,1,0,16,32,14,14,408301,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,879,0,45,128,1,1,10,6.77878522872925,100,0.289418965578079,6.48936605453491,2.74646353721619
953,1,0,13,24,16,14,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,37,NA,6,1,5,6.90775489807129,25,0.521658062934875,6.3860969543457,-2.25321817398071
954,1,0,12,28,12,9,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,863,0,26,110,1,0,10,6.76041507720947,100,0.476125061511993,6.28428983688354,-0.685212194919586
956,1,0,12,27,11,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,740,0,32,92,1,1,9,6.60664987564087,81,0.334117472171783,6.27253246307373,-1.08177614212036
957,1,0,12,34,NA,NA,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,889,0,39,87,1,1,16,6.7900972366333,256,0.528672337532043,6.26142501831055,1.65876114368439
958,1,0,15,29,9,10,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,458,1,34,126,1,1,8,6.12686920166016,64,-0.33453369140625,6.46140289306641,0.95164942741394
961,0,1,12,34,NA,9,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,34,98,1,1,16,6.10924816131592,256,-0.266671717166901,6.37591981887817,1.01297545433044
963,0,1,12,34,NA,NA,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,39,103,1,1,16,6.55108022689819,256,0.175160363316536,6.37591981887817,1.01297545433044
965,0,1,14,33,8,12,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,744,0,49,122,1,1,13,6.61204099655151,169,0.2046719789505,6.4073691368103,1.84857666492462
967,0,1,16,32,12,11,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889,0,43,109,1,1,10,6.7900972366333,100,0.33711040019989,6.45298671722412,2.88218832015991
969,0,1,18,32,12,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,692,0,37,125,1,1,8,6.53958606719971,64,0.114562600851059,6.42502355575562,4.08737421035767
971,0,1,18,33,12,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,38,119,1,0,9,6.40357398986816,81,0.131041586399078,6.27253246307373,4.91822385787964
972,0,1,18,30,NA,14,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,42,97,1,1,6,6.43775177001953,36,0.0221047755330801,6.41564702987671,3.15009069442749
973,0,1,14,33,8,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,746,0,36,103,1,1,13,6.61472606658936,169,0.116775766015053,6.49795007705688,1.92603802680969
974,0,1,18,33,8,16,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,726,0,42,95,1,1,9,6.58755016326904,81,0.109941527247429,6.4776086807251,4.34989976882935
975,0,1,12,30,8,10,612989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,560,0,40,99,1,1,12,6.32793712615967,144,-0.171599954366684,6.49953699111938,-0.465467244386673
976,0,1,12,26,12,10,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,31,106,1,1,8,6.04973411560059,64,-0.206592544913292,6.25632667541504,-1.48002624511719
977,0,1,12,26,NA,12,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,33,117,1,1,8,5.99146509170532,64,-0.264861553907394,6.25632667541504,-1.48002624511719
978,0,1,14,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250,0,40,112,5,1,6,5.52146100997925,36,-0.85780656337738,6.37926769256592,-0.714184522628784
979,0,1,13,26,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,646,0,30,136,1,1,7,6.4707989692688,49,0.0300499591976404,6.440749168396,-1.44828689098358
980,0,1,12,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,598,0,35,NA,1,1,6,6.39359092712402,36,-0.0220560673624277,6.41564702987671,-2.84990930557251
981,0,1,12,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,33,110,5,1,9,6.90775489807129,81,0.430146247148514,6.4776086807251,-1.65010046958923
983,1,1,12,28,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,528,0,26,111,1,1,10,6.26909589767456,100,-0.0151941189542413,6.28428983688354,-0.685212194919586
984,1,1,12,26,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481,0,32,115,4,1,8,6.17586708068848,64,-0.0804595723748207,6.25632667541504,-1.48002624511719
985,1,1,12,33,6,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,850,0,47,90,1,1,15,6.74523591995239,225,0.468879818916321,6.27635622024536,1.27231442928314
986,1,1,14,30,NA,NA,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506,0,45,98,1,1,10,6.22653722763062,100,-0.0941322147846222,6.32066965103149,1.17906284332275
987,1,1,12,29,8,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,41,106,1,0,11,6.23832511901855,121,-0.258350610733032,6.49667596817017,-0.858658790588379
988,1,1,11,26,NA,9,364232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,20,NA,6,0,9,5.39362812042236,81,-1.08398056030273,6.4776086807251,-2.65010046958923
989,1,1,16,24,NA,NA,118599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,1,38,NA,6,1,2,5.03695201873779,4,-1.23380553722382,6.2707576751709,-0.473261564970016
990,1,1,12,31,11,12,134858,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,240,0,44,95,1,1,13,5.48063898086548,169,-1.01731133460999,6.49795007705688,-0.0739619210362434
991,1,1,12,28,11,12,103231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,557,0,43,115,1,1,10,6.32256507873535,100,-0.166801169514656,6.48936605453491,-1.25353646278381
996,1,1,15,27,12,12,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,40,106,6,0,6,6.21460819244385,36,-0.201038807630539,6.41564702987671,0.150090575218201
997,1,1,16,26,NA,NA,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,372,0,34,102,1,1,4,5.91889381408691,16,-0.433204740285873,6.35209846496582,0.341786921024323
998,1,1,10,25,8,8,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,26,91,5,0,9,5.85793304443359,81,-0.414599359035492,6.27253246307373,-3.08177614212036
999,1,1,12,26,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,0,26,114,1,0,8,6.36990118026733,64,0.113574527204037,6.25632667541504,-1.48002624511719
1004,1,1,13,26,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0,34,92,5,1,7,6.2441668510437,49,0.00849407911300659,6.23567295074463,-0.879962563514709
1006,0,0,12,29,NA,NA,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,43,111,5,1,11,5.96614694595337,121,-0.2348712682724,6.20101833343506,-0.367795795202255
1008,0,0,16,25,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,34,111,4,1,3,5.63478899002075,9,-0.383205652236938,6.01799440383911,0.425968736410141
1009,0,0,12,33,NA,12,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,38,NA,1,1,15,6.53669214248657,225,0.350917339324951,6.18577480316162,1.19485306739807
1010,0,0,12,26,NA,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30,96,1,1,8,5.70378303527832,64,-0.461962342262268,6.1657452583313,-1.55748760700226
1011,0,0,17,27,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,36,119,1,1,4,6.45362520217896,16,0.397184163331985,6.05644083023071,1.83264982700348
1012,0,0,13,26,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,32,85,1,1,7,5.83481121063232,49,-0.31028026342392,6.14509153366089,-0.95742392539978
1013,0,0,16,26,12,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,34,98,1,1,4,6.22455787658691,16,0.168116837739944,6.05644083023071,0.832649886608124
1014,0,0,13,24,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30,114,1,1,5,5.87493085861206,25,-0.215508460998535,6.0904393196106,-1.76235520839691
1015,0,0,12,33,NA,NA,352069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,39,79,1,1,15,5.56834506988525,225,-0.617429733276367,6.18577480316162,1.19485306739807
1017,0,0,10,32,NA,NA,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,30,NA,1,1,16,5.99146509170532,256,-0.179378539323807,6.17084360122681,-0.418700188398361
1020,0,0,13,29,16,16,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,42,108,1,1,10,6.60664987564087,100,0.412941157817841,6.19370889663696,0.237326458096504
1021,0,0,12,34,8,12,316862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,NA,NA,1,1,16,5.83481121063232,256,-0.336032420396805,6.17084360122681,1.58129978179932
1023,0,0,15,29,8,12,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,39,121,6,1,8,5.62040090560913,64,-0.545344471931458,6.1657452583313,1.44251239299774
1024,0,0,9,24,10,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1,36,NA,6,1,9,6.05678415298462,81,-0.125166967511177,6.18195104598999,-4.15923738479614
1026,0,0,12,25,12,NA,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,40,117,1,0,7,5.47646284103394,49,-0.668628633022308,6.14509153366089,-1.95742392539978
1027,0,0,13,24,12,NA,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,21,NA,1,0,5,5.95324277877808,25,-0.13719654083252,6.0904393196106,-1.76235520839691
1028,0,0,12,29,4,8,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,32,107,1,0,11,5.85793304443359,121,-0.343085169792175,6.20101833343506,-0.367795795202255
1030,0,0,12,29,NA,NA,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,1,40,103,1,1,11,6.39526176452637,121,0.194243550300598,6.20101833343506,-0.367795795202255
1031,0,0,15,31,10,12,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750,0,45,105,1,1,10,6.62007284164429,100,0.257667303085327,6.36240577697754,1.80472707748413
1033,0,0,16,33,12,9,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,41,105,1,1,11,6.53958606719971,121,0.338567852973938,6.20101833343506,3.63220429420471
1034,0,0,12,34,12,14,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,43,88,1,1,16,4.99043321609497,256,-1.18041038513184,6.17084360122681,1.58129978179932
1036,1,1,12,26,12,10,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,280,0,34,96,1,1,8,5.63478899002075,64,-0.790234446525574,6.42502355575562,-1.91262567043304
1037,1,1,18,32,NA,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,46,105,1,1,8,6.64509105682373,64,0.220067590475082,6.42502355575562,4.08737421035767
1038,1,1,13,32,7,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1010,0,41,NA,4,0,13,6.91770601272583,169,0.456135123968124,6.46157073974609,1.061763048172
1040,1,1,14,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517,0,34,100,1,1,6,6.24804306030273,36,0.0374723039567471,6.21057081222534,-0.281585097312927
1041,1,1,16,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,43,116,6,1,4,5.99146509170532,16,-0.155557230114937,6.14702224731445,0.910111248493195
1046,1,1,12,25,12,10,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,0,22,86,1,1,7,5.92692613601685,49,-0.308746635913849,6.23567295074463,-1.87996256351471
1047,0,1,12,31,12,10,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,27,88,1,1,13,6.39024114608765,169,0.187948361039162,6.20229291915894,0.416901051998138
1049,0,1,7,31,NA,NA,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,34,NA,1,0,18,5.85793304443359,324,-0.269703805446625,6.12763690948486,-2.65086531639099
1050,0,1,11,33,NA,NA,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,34,97,1,1,16,6.03308582305908,256,-0.137757807970047,6.17084360122681,0.581299841403961
1051,0,1,16,29,NA,12,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,43,112,5,1,7,5.82304620742798,49,-0.322045266628265,6.14509153366089,2.04257607460022
1052,0,1,18,26,18,14,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,35,125,6,1,2,6.17586708068848,4,0.200766995549202,5.97510004043579,2.01760149002075
1053,0,1,12,28,11,11,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,12,NA,1,1,10,6.21460819244385,100,0.020899461582303,6.19370889663696,-0.762673556804657
1054,0,1,12,27,NA,NA,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,37,NA,4,1,9,5.72031211853027,81,-0.461638987064362,6.18195104598999,-1.15923750400543
1056,0,1,10,34,9,NA,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31,84,1,1,18,6.10924816131592,324,-0.0183886997401714,6.12763690948486,0.349134653806686
1058,1,1,16,29,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,769,0,45,117,1,1,7,6.64509105682373,49,0.15527269244194,6.48981857299805,1.53971087932587
1059,1,1,16,26,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,42,110,6,1,4,6.58063888549805,16,0.179470956325531,6.40116786956787,0.329784661531448
1060,1,1,13,29,NA,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,32,104,1,1,10,6.90775489807129,100,0.369319289922714,6.53843545913696,-0.26553875207901
1062,1,1,14,30,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,35,101,1,1,10,6.43775177001953,100,-0.100683845579624,6.53843545913696,0.73446124792099
1063,1,1,16,26,12,11,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,817,0,33,99,1,1,4,6.70563888549805,16,0.304470956325531,6.40116786956787,0.329784661531448
1064,1,1,12,34,8,NA,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,377,0,35,87,1,1,16,5.93224477767944,256,-0.583325743675232,6.51557064056396,1.07843458652496
1067,1,1,12,33,NA,NA,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,708,0,43,101,1,0,15,6.56244421005249,225,0.0319425165653229,6.53050184249878,0.691987872123718
1068,1,1,14,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,411,0,31,117,1,1,4,6.01859283447266,16,-0.38257509469986,6.40116786956787,-1.67021536827087
1070,1,1,13,32,NA,NA,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1339,0,41,108,1,1,13,7.19967794418335,169,0.65265828371048,6.54701948165894,0.914035856723785
1071,1,1,12,34,NA,1,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,716,0,42,NA,1,0,16,6.57367992401123,256,0.226806223392487,6.34687376022339,1.51103401184082
1075,1,1,10,32,NA,9,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,192,0,37,86,4,1,16,5.25749492645264,256,-0.990383923053741,6.24787902832031,-0.00207953969947994
1076,1,1,16,32,8,NA,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,43,NA,6,0,10,6.68085479736328,100,0.410110861063004,6.27074384689331,3.65394711494446
1077,1,1,16,34,10,10,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,924,0,33,69,1,1,12,6.82871198654175,144,0.547797203063965,6.28091478347778,4.44201612472534
1078,1,1,15,26,18,16,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,240,1,30,105,6,1,5,5.48063898086548,25,-0.686835527420044,6.1674747467041,0.654265463352203
1079,1,1,13,25,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,39,104,1,0,6,6.43775177001953,36,-0.0269645825028419,6.46471643447876,-1.86191165447235
1080,1,1,8,24,7,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1025,0,34,NA,1,0,10,6.93244791030884,100,0.394012302160263,6.53843545913696,-5.26553869247437
1081,1,1,12,28,9,11,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,503,0,38,109,1,1,10,6.22059011459351,100,0.270815044641495,5.94977521896362,0.144343733787537
1089,1,1,16,28,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,462,0,39,85,1,1,6,6.13556480407715,36,-0.215005546808243,6.35057020187378,1.11720085144043
1090,1,1,16,25,9,11,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,476,0,36,114,1,1,3,6.16541814804077,9,0.0491600185632706,6.11625814437866,0.199090540409088
1091,1,1,15,26,8,13,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,500,0,33,99,4,1,5,6.21460819244385,25,0.00948060676455498,6.20512771606445,-0.364035546779633
1094,1,1,12,34,NA,NA,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,42,NA,1,1,16,6.90775489807129,256,0.638647794723511,6.26910734176636,1.35442161560059
1095,1,1,13,34,NA,NA,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,663,0,46,90,1,1,15,6.49677515029907,225,0.212736845016479,6.28403854370117,1.96797490119934
1097,1,1,15,34,12,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,707,0,46,119,1,1,13,6.56103086471558,169,0.0917777717113495,6.4692530632019,2.75742340087891
1098,1,1,16,31,NA,NA,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,928,0,42,120,1,1,9,6.83303213119507,81,0.536392748355865,6.29663944244385,2.2390820980072
1099,1,1,12,24,NA,NA,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,36,NA,1,1,6,5.70378303527832,36,-0.514469921588898,6.21825313568115,-2.58592462539673
1100,1,1,15,27,18,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,365,0,46,112,1,1,6,5.89989805221558,36,-0.450672298669815,6.35057020187378,0.11720085889101
1101,1,1,12,30,NA,NA,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,NA,97,1,1,12,6.46925020217896,144,-0.00158967135939747,6.4708399772644,-0.634081900119781
1104,0,1,18,25,14,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30,107,1,1,1,6.13556480407715,1,0.109543904662132,6.02602100372314,1.38066971302032
1105,0,1,18,33,8,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41,117,1,1,9,6.93342304229736,81,0.484511613845825,6.44891119003296,4.18128490447998
1107,0,1,12,24,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34,NA,1,1,6,6.26339817047119,36,-0.123551614582539,6.38695001602173,-3.01852416992188
1110,0,1,18,29,16,16,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41,125,6,1,5,5.92692613601685,25,-0.430473506450653,6.35739946365356,2.5781672000885
1111,0,1,18,34,18,16,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47,112,1,1,10,7.33823776245117,100,0.87756872177124,6.46066904067993,4.5778489112854
1112,0,1,18,33,18,14,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46,106,5,1,9,6.82762908935547,81,0.378717660903931,6.44891119003296,4.18128490447998
1113,0,1,13,26,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40,104,4,1,7,6.34212207794189,49,-0.0699297189712524,6.41205167770386,-1.61690151691437
1114,0,1,14,25,8,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23,89,6,1,5,6.39693021774292,25,0.0395305827260017,6.35739946365356,-1.4218327999115
1115,0,1,15,27,17,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38,116,1,1,6,6.58063888549805,36,0.193689107894897,6.38695001602173,-0.0185240637511015
1116,0,1,17,24,18,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46,NA,6,1,1,7.01750612258911,1,0.822788417339325,6.19471788406372,-0.051929734647274
1121,0,1,14,27,NA,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44,123,1,1,7,6.56807804107666,49,0.156026244163513,6.41205167770386,-0.616901516914368
1122,0,1,16,29,NA,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40,118,1,1,7,6.69456195831299,49,0.282510161399841,6.41205167770386,1.38309848308563
1124,0,1,11,27,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31,106,1,1,10,6.82979393005371,100,0.369124889373779,6.46066904067993,-2.4221510887146
1126,0,1,9,25,NA,NA,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22,NA,4,1,10,6.30991792678833,100,-0.150751113891602,6.46066904067993,-4.4221510887146
1127,0,1,12,26,NA,NA,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20,91,6,1,8,5.60211896896362,64,-0.830586731433868,6.43270587921143,-2.21696519851685
1129,1,1,7,32,8,11,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22,NA,1,1,19,6.72503423690796,361,0.28094607591629,6.44408798217773,-2.77234244346619
1130,1,1,12,30,7,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29,103,1,1,12,7.09007692337036,144,0.541470468044281,6.54860639572144,-0.477469503879547
1131,1,1,14,33,6,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40,114,1,0,13,6.36475086212158,169,-0.182268798351288,6.54701948165894,1.91403579711914
1132,1,1,17,34,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41,105,1,1,11,6.5308780670166,121,0.252824664115906,6.27805328369141,5.04882478713989
1133,1,1,18,32,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34,84,1,1,8,6.90775489807129,64,0.664974331855774,6.2427806854248,4.85913324356079
1134,1,1,13,24,9,8,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31,NA,6,1,5,6.28599786758423,25,0.118523344397545,6.1674747467041,-1.34573459625244
1135,1,1,12,28,NA,11,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,690,1,32,89,1,0,10,6.53669214248657,100,0.265948206186295,6.27074384689331,-0.346052885055542
1139,1,1,12,28,12,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,36,81,6,1,10,6.21460819244385,100,-0.323827415704727,6.53843545913696,-1.26553881168365
1141,0,1,13,33,3,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,36,118,1,1,14,6.62007284164429,196,0.0790880993008614,6.54098463058472,1.30385494232178
1142,0,1,17,29,8,16,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,913,1,38,91,1,1,6,6.81673622131348,36,0.504291892051697,6.31244421005249,2.19588565826416
1144,0,1,15,24,8,16,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,19,NA,6,1,3,6.39693021774292,9,0.034208707511425,6.36272144317627,-1.07689642906189
1145,0,1,16,24,12,12,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29,113,6,1,2,6.35784196853638,4,0.038015004247427,6.31982707977295,-0.485263794660568
1146,0,1,12,26,8,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38,121,1,1,8,6.39859485626221,64,-0.111877389252186,6.51047229766846,-2.06035280227661
1147,0,1,12,31,6,12,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36,102,1,1,13,6.35784196853638,169,-0.189177691936493,6.54701948165894,-0.085964173078537
1148,0,1,12,32,NA,6,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36,104,5,1,14,6.51767110824585,196,-0.0233136340975761,6.54098463058472,0.303854942321777
1150,0,1,18,27,9,10,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31,106,1,1,3,6.15909481048584,9,0.0640649870038033,6.09502983093262,2.84258937835693
1152,0,1,14,24,8,12,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39,NA,1,1,4,5.85793304443359,16,-0.543234884738922,6.40116786956787,-1.67021536827087
1153,0,1,15,32,9,12,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45,108,1,1,11,6.42971897125244,121,-0.116026125848293,6.54574489593506,2.12933897972107
1154,0,1,16,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41,108,6,0,2,5.93489408493042,4,-0.38493287563324,6.31982707977295,-0.485263794660568
1155,0,1,16,25,16,13,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51,121,6,1,3,5.49306201934814,9,-0.86965948343277,6.36272144317627,-0.0768964737653732
1156,0,1,12,26,7,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,NA,87,4,0,8,6.62007284164429,64,0.109600596129894,6.51047229766846,-2.06035280227661
1158,0,1,18,30,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35,107,1,1,6,6.08904504776001,36,-0.206974491477013,6.29601955413818,3.57068777084351
1159,0,1,14,29,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43,112,6,1,9,6.53378915786743,81,0.0071111605502665,6.52667808532715,0.337897330522537
